10
1000 2000
442 466 -967
121 138 -947
239 155 -990
268 740 -900
74 587 -939
583 814 -983
883 437 -942
714 784 -949
532 281 -932
532 756 -992
386 804 -920
255 594 -959
106 218 -900
660 478 -928
632 761 -950
898 111 -992
904 238 -943
938 741 -998
721 776 -971
370 707 -918
875 212 -916
966 132 -915
78 849 -909
176 668 -920
667 474 -922
428 306 -999
291 736 -911
798 996 -906
530 444 -929
799 410 -918
917 458 -985
832 454 -920
91 684 -913
575 59 -968
367 820 -909
104 662 -926
728 757 -969
320 512 -971
650 685 -976
142 928 -902
469 378 -957
978 488 -936
880 233 -933
946 644 -934
953 850 -940
159 826 -971
213 927 -929
591 885 -901
314 587 -971
759 944 -938
779 889 -904
343 813 -946
96 575 -1000
571 493 -948
529 449 -968
313 316 -942
836 252 -991
648 733 -989
423 847 -993
920 633 -918
650 58 -919
194 149 -992
953 17 -988
566 6 -947
459 529 -962
445 222 -933
927 22 -940
973 658 -990
458 114 -989
548 140 -978
649 766 -968
270 936 -998
505 75 -1000
162 990 -904
139 660 -992
259 420 -914
773 543 -945
749 412 -994
955 306 -916
195 875 -991
140 822 -925
377 92 -974
676 264 -973
333 63 -908
457 92 -999
395 863 -970
892 715 -976
309 65 -960
432 987 -1000
193 184 -950
965 58 -986
921 404 -944
219 463 -947
124 604 -975
288 118 -966
902 535 -977
243 194 -1000
559 205 -909
406 855 -917
417 982 -995
326 294 -995
717 277 -973
306 248 -907
55 403 -970
877 988 -978
615 351 -906
467 396 -981
302 657 -902
285 498 -961
18 450 -900
925 805 -939
65 244 -988
289 715 -915
339 757 -956
215 627 -989
197 95 -936
82 223 -952
126 137 -915
850 692 -970
72 154 -901
810 251 -982
694 677 -966
142 252 -916
537 19 -908
672 679 -901
74 547 -956
820 428 -936
848 677 -992
565 130 -903
858 855 -995
506 97 -911
965 974 -940
751 407 -966
679 475 -945
274 297 -953
561 634 -918
392 869 -949
522 175 -962
349 244 -931
842 549 -994
165 350 -988
559 496 -978
767 527 -924
22 736 -939
875 614 -909
186 262 -970
53 362 -964
644 147 -946
478 616 -953
7 845 -976
182 788 -975
656 440 -986
33 780 -922
770 299 -921
144 64 -921
258 936 -985
19 927 -903
2 367 -958
386 461 -910
993 257 -938
543 237 -997
29 649 -987
158 56 -939
351 68 -906
654 776 -966
424 335 -950
123 88 -953
295 894 -954
958 533 -996
196 192 -966
964 45 -987
851 854 -954
518 418 -928
363 784 -959
191 479 -926
759 598 -902
782 230 -915
296 841 -941
928 272 -927
565 885 -945
64 972 -948
250 13 -969
546 425 -985
709 707 -911
270 869 -902
454 745 -966
348 740 -927
809 373 -990
952 259 -971
607 255 -996
170 853 -979
1000 2000
750 592 -959
619 607 -994
203 887 -961
102 132 -972
351 334 -986
826 564 -978
549 182 -907
430 512 -954
862 283 -984
913 282 -1000
803 720 -931
47 72 -984
835 749 -975
907 146 -911
893 984 -933
861 546 -969
164 453 -964
767 635 -963
999 763 -919
360 347 -937
889 745 -925
762 264 -978
613 605 -992
52 854 -907
642 313 -914
290 624 -997
628 70 -923
850 235 -913
201 497 -912
457 642 -917
165 128 -902
977 527 -938
555 982 -993
806 924 -908
367 767 -942
595 838 -994
365 207 -928
420 836 -925
247 436 -959
53 417 -925
281 722 -933
726 226 -996
273 996 -929
114 516 -993
667 294 -900
480 796 -948
682 640 -987
229 729 -943
348 417 -934
425 310 -996
441 263 -968
966 808 -955
631 226 -932
508 193 -936
737 781 -954
179 625 -960
821 616 -935
81 734 -955
126 870 -988
777 170 -900
886 505 -943
336 500 -941
447 728 -946
614 352 -909
489 507 -914
593 719 -975
405 513 -976
952 777 -936
578 733 -920
586 484 -936
955 189 -939
782 281 -993
138 669 -972
856 176 -973
615 1 -921
750 400 -946
598 480 -924
540 542 -986
851 828 -924
286 437 -930
118 432 -915
831 179 -902
425 459 -933
286 452 -948
127 797 -911
302 917 -997
579 456 -974
398 329 -969
956 969 -916
976 364 -980
293 235 -959
369 880 -992
304 499 -924
809 129 -975
545 153 -990
438 526 -978
605 393 -917
418 682 -999
263 326 -938
169 807 -946
887 343 -985
815 380 -995
622 821 -954
658 220 -919
493 896 -983
201 123 -979
963 270 -951
778 37 -978
68 957 -939
264 785 -930
796 332 -946
25 676 -933
394 346 -908
593 455 -966
9 973 -989
188 127 -998
12 450 -988
483 224 -964
928 968 -932
239 458 -910
708 186 -945
479 759 -983
900 140 -930
809 541 -941
13 471 -904
683 876 -968
369 784 -977
923 413 -930
979 832 -991
849 519 -951
633 763 -978
457 775 -919
940 99 -989
554 257 -970
922 295 -928
331 841 -984
320 592 -964
60 5 -996
574 438 -928
735 4 -935
105 36 -908
508 721 -943
437 736 -924
831 135 -917
246 6 -940
105 558 -992
513 145 -931
80 121 -953
168 225 -922
286 375 -922
301 255 -905
866 76 -911
696 315 -956
135 645 -973
38 770 -964
697 131 -910
907 743 -949
516 570 -906
950 325 -939
789 120 -974
765 230 -917
608 422 -953
693 915 -954
301 976 -912
833 375 -922
279 664 -963
262 61 -967
740 79 -966
57 357 -914
10 4 -989
544 301 -967
576 299 -905
310 839 -926
549 113 -948
261 968 -930
487 916 -931
495 83 -901
736 161 -906
639 590 -954
835 652 -908
566 956 -956
591 665 -960
288 748 -942
499 168 -918
98 348 -979
508 35 -957
42 938 -975
910 125 -966
667 620 -942
697 844 -999
597 928 -903
645 976 -933
805 365 -957
690 119 -916
407 98 -937
927 712 -988
856 9 -920
516 169 -921
799 109 -954
257 801 -920
539 410 -946
4 467 -974
372 150 -921
651 750 -961
597 676 -982
306 89 -959
320 560 -961
668 700 -969
562 676 -934
324 221 -971
104 237 -967
372 452 -903
557 204 -931
843 563 -941
804 733 -945
13 666 -923
764 451 -988
426 434 -915
690 905 -924
419 789 -986
945 854 -952
750 571 -980
453 883 -950
927 681 -901
916 209 -943
623 344 -966
617 334 -949
247 444 -966
870 565 -983
983 296 -975
521 613 -900
128 811 -999
232 568 -934
92 22 -927
376 696 -946
306 33 -906
49 130 -924
999 794 -931
240 257 -920
285 745 -966
303 497 -996
106 259 -951
532 852 -960
484 930 -958
255 11 -997
334 552 -934
932 408 -967
318 477 -976
321 906 -961
962 196 -934
292 374 -995
971 531 -989
898 106 -964
499 294 -997
663 706 -990
19 250 -995
901 162 -959
788 837 -966
317 286 -946
103 479 -964
262 93 -910
218 916 -983
232 59 -992
399 673 -920
215 986 -926
406 971 -985
789 329 -959
496 163 -918
895 709 -985
391 409 -995
466 284 -932
760 222 -910
892 668 -988
308 3 -937
83 252 -998
897 681 -985
773 908 -961
417 365 -916
15 903 -962
468 825 -908
459 861 -976
541 919 -958
712 84 -906
99 828 -908
378 967 -911
214 720 -902
331 879 -974
627 358 -979
677 577 -955
231 523 -983
20 289 -984
791 574 -974
26 874 -983
61 983 -931
442 357 -993
618 17 -971
985 442 -928
906 318 -949
316 724 -976
917 988 -947
349 338 -925
249 250 -984
949 190 -987
698 84 -948
114 18 -995
982 836 -924
926 991 -985
935 950 -953
704 594 -963
293 604 -916
107 857 -972
130 787 -908
164 199 -975
656 197 -915
200 402 -904
260 597 -933
548 759 -947
612 467 -918
77 688 -996
401 231 -907
392 842 -991
604 423 -992
72 200 -994
8 161 -933
716 723 -962
575 331 -985
365 708 -957
5 948 -962
636 425 -922
926 95 -959
698 920 -982
398 676 -922
891 828 -911
550 291 -976
18 185 -988
374 162 -909
121 428 -903
70 439 -978
116 711 -924
979 40 -926
690 655 -940
365 722 -913
610 654 -939
172 543 -907
152 884 -931
320 989 -946
933 585 -981
768 989 -928
540 991 -948
25 506 -927
572 551 -921
265 965 -963
535 716 -992
408 283 -931
239 656 -959
461 842 -985
869 861 -977
867 778 -997
137 546 -981
211 963 -915
475 55 -992
977 534 -917
922 545 -919
52 116 -976
897 458 -970
990 681 -919
432 332 -933
298 869 -990
492 984 -978
834 758 -935
772 56 -908
292 763 -943
600 972 -937
11 751 -983
13 808 -997
703 964 -929
773 134 -959
376 737 -917
676 21 -937
181 521 -937
808 389 -986
688 362 -971
737 417 -918
545 332 -913
792 508 -982
632 940 -973
113 601 -909
720 569 -968
32 31 -928
507 933 -911
128 285 -981
709 402 -914
46 778 -964
309 324 -901
772 712 -910
657 530 -925
514 734 -953
242 807 -955
848 802 -961
873 618 -994
748 774 -909
153 122 -926
429 241 -945
123 463 -963
219 346 -921
940 357 -989
345 326 -949
575 357 -924
366 878 -989
14 331 -978
400 656 -992
67 3 -929
61 343 -969
195 854 -905
650 930 -960
358 576 -933
938 489 -978
899 526 -933
90 817 -918
803 118 -929
854 771 -916
951 487 -982
490 271 -971
356 155 -915
315 832 -980
800 93 -977
823 132 -952
793 236 -915
115 160 -909
715 898 -931
306 657 -905
614 426 -943
225 379 -1000
795 926 -943
472 481 -997
888 882 -911
579 266 -952
667 582 -903
512 62 -950
347 407 -901
621 903 -944
761 43 -908
863 680 -938
162 885 -908
954 377 -963
73 352 -953
590 27 -981
123 864 -982
362 669 -900
929 531 -933
265 139 -981
20 131 -980
144 111 -925
589 203 -963
821 593 -990
627 817 -979
815 713 -974
394 7 -971
495 195 -985
154 471 -921
516 391 -973
804 650 -969
187 790 -902
110 553 -958
320 472 -909
913 166 -917
527 66 -951
246 576 -943
718 637 -987
558 936 -920
51 822 -998
665 377 -901
376 339 -978
768 232 -915
420 358 -997
282 627 -954
769 7 -950
194 637 -901
375 781 -967
278 696 -923
354 877 -937
421 198 -993
348 68 -942
780 411 -946
616 784 -939
944 651 -989
317 251 -934
439 83 -965
115 61 -913
111 565 -901
429 557 -954
479 816 -965
78 92 -989
428 288 -901
489 641 -978
207 807 -911
343 795 -944
95 275 -969
85 625 -977
588 162 -944
602 336 -915
268 285 -989
513 133 -951
174 97 -907
580 803 -1000
820 572 -940
432 141 -963
692 753 -918
707 188 -901
565 75 -923
677 624 -968
241 329 -971
789 213 -978
295 560 -941
600 443 -946
154 524 -934
202 467 -911
693 23 -981
744 590 -979
985 841 -927
332 931 -955
466 353 -911
823 975 -944
856 156 -946
896 935 -900
392 796 -938
113 810 -997
713 312 -905
782 693 -983
69 419 -913
633 523 -944
88 824 -953
856 860 -966
689 272 -920
655 711 -984
239 9 -934
361 855 -922
964 65 -923
616 964 -924
781 951 -982
749 757 -958
909 407 -928
942 328 -927
41 449 -982
722 932 -979
845 81 -926
335 465 -994
50 902 -956
991 822 -960
339 692 -962
233 453 -929
529 191 -957
137 192 -909
272 233 -969
974 617 -920
219 359 -957
986 610 -908
880 2 -968
202 498 -960
552 662 -949
840 908 -901
949 853 -986
596 21 -986
901 651 -994
441 56 -917
444 579 -912
170 29 -931
186 42 -998
270 906 -986
246 713 -906
796 282 -917
0 779 -940
317 563 -929
814 558 -923
681 135 -988
757 792 -958
578 461 -971
60 965 -995
305 827 -913
282 448 -920
81 92 -903
442 636 -947
930 244 -954
603 209 -918
42 125 -923
281 402 -988
910 53 -906
695 8 -955
129 364 -902
644 946 -997
131 599 -926
416 867 -988
34 376 -966
802 567 -994
252 702 -937
137 361 -965
422 925 -925
32 87 -932
947 667 -944
989 157 -903
378 997 -959
994 739 -993
290 794 -935
101 704 -904
8 146 -923
911 401 -977
251 573 -987
762 768 -910
546 316 -975
152 598 -970
651 515 -923
117 162 -945
742 734 -980
342 854 -914
886 244 -915
431 549 -994
784 121 -999
969 136 -900
428 465 -995
60 660 -936
175 782 -948
462 589 -935
149 361 -970
609 673 -961
865 734 -945
813 427 -939
783 937 -943
675 459 -925
956 217 -984
834 951 -978
978 304 -933
410 101 -979
323 772 -958
938 796 -981
531 785 -934
724 717 -987
338 849 -928
699 317 -983
617 72 -959
212 431 -962
405 415 -970
246 709 -989
575 395 -984
196 455 -912
590 422 -942
723 718 -981
486 554 -964
538 944 -966
192 5 -930
215 564 -996
324 630 -994
148 251 -921
146 500 -934
662 846 -963
313 111 -906
906 756 -995
687 41 -964
159 929 -931
66 158 -979
368 794 -958
529 253 -931
602 878 -963
602 732 -911
673 238 -991
490 243 -957
257 514 -930
88 444 -922
218 702 -932
442 763 -907
500 629 -964
821 511 -989
217 818 -978
671 729 -944
756 835 -972
980 945 -913
972 900 -967
437 739 -915
262 805 -959
568 72 -964
375 7 -981
342 46 -978
285 694 -965
92 156 -940
243 15 -904
448 35 -990
189 872 -985
185 714 -974
869 176 -988
919 830 -971
823 862 -940
315 673 -918
114 991 -909
709 121 -956
644 898 -958
337 134 -927
430 866 -915
307 465 -953
21 215 -949
648 918 -918
76 554 -934
803 115 -986
26 781 -977
344 181 -942
460 153 -963
467 45 -951
679 792 -914
913 459 -901
815 390 -906
321 210 -944
489 828 -953
817 49 -938
247 849 -981
617 816 -957
461 282 -953
524 466 -976
307 458 -1000
904 200 -990
407 439 -946
503 319 -924
358 89 -940
402 358 -930
861 272 -964
570 49 -906
530 128 -948
649 697 -916
354 120 -994
594 943 -910
407 118 -972
191 689 -963
291 65 -924
220 872 -919
154 321 -966
370 33 -929
226 646 -911
55 63 -947
741 798 -955
364 381 -941
787 568 -900
39 977 -932
876 923 -930
694 32 -901
653 384 -935
509 735 -970
247 721 -986
877 764 -983
542 992 -946
82 418 -933
73 576 -915
262 114 -908
733 48 -976
244 623 -996
669 805 -946
382 742 -949
195 644 -910
335 365 -908
888 687 -946
505 199 -928
311 573 -962
167 510 -974
459 674 -928
560 842 -969
729 865 -913
452 609 -992
510 583 -992
691 458 -943
487 966 -929
36 226 -928
906 191 -959
775 192 -956
707 998 -943
862 468 -978
182 919 -902
159 633 -949
723 308 -907
422 258 -909
968 444 -995
899 490 -984
781 151 -906
32 633 -981
807 399 -934
411 265 -935
970 65 -988
674 981 -979
199 906 -918
512 987 -947
372 298 -991
397 194 -987
957 927 -987
611 985 -1000
665 947 -942
709 155 -918
596 745 -979
319 18 -918
37 732 -911
735 265 -966
640 517 -999
467 400 -918
424 913 -932
796 985 -949
826 170 -932
730 868 -1000
186 917 -990
797 828 -978
520 26 -906
662 293 -981
218 171 -904
646 552 -929
487 86 -957
915 760 -979
878 844 -902
902 618 -961
440 361 -1000
426 64 -943
942 680 -935
899 796 -961
41 600 -902
883 348 -966
294 894 -917
101 231 -984
417 164 -971
313 642 -949
292 840 -997
116 607 -943
353 128 -992
889 989 -918
579 782 -962
536 200 -987
959 759 -984
223 770 -914
878 268 -925
439 291 -960
147 316 -995
896 842 -980
827 913 -988
952 769 -911
360 636 -943
450 404 -957
529 681 -947
150 818 -913
631 695 -942
728 171 -970
267 760 -920
51 587 -929
390 501 -990
754 823 -956
156 715 -920
803 946 -983
708 502 -917
975 701 -908
150 426 -909
471 5 -924
261 886 -960
15 414 -929
844 581 -959
484 287 -951
791 926 -952
476 971 -995
820 636 -992
553 51 -922
749 925 -951
239 635 -973
720 710 -967
261 981 -917
984 622 -991
465 820 -909
235 3 -980
65 30 -976
66 701 -938
443 116 -909
102 775 -943
785 820 -929
882 550 -916
958 360 -945
122 974 -979
687 68 -937
884 726 -920
892 388 -995
605 875 -960
943 623 -932
818 341 -955
999 659 -910
987 528 -927
16 540 -966
143 534 -966
874 828 -948
490 273 -900
62 570 -955
514 148 -962
885 993 -974
836 601 -915
138 80 -979
867 991 -959
114 68 -986
184 935 -972
627 169 -951
248 791 -914
73 539 -975
78 517 -918
99 356 -904
224 409 -957
18 351 -924
180 616 -907
273 399 -902
620 970 -942
691 325 -967
250 856 -970
697 494 -989
174 949 -964
255 181 -939
379 895 -901
489 107 -904
936 107 -982
661 845 -966
287 475 -947
753 878 -987
478 370 -992
445 297 -995
894 476 -965
307 60 -974
633 881 -935
792 657 -915
194 756 -919
671 965 -953
536 270 -993
683 304 -960
786 991 -954
155 516 -965
67 857 -990
564 281 -969
563 389 -989
672 817 -935
383 389 -999
518 243 -978
300 589 -919
594 34 -950
184 138 -972
523 182 -954
138 322 -990
327 202 -910
59 915 -944
614 670 -955
430 613 -918
82 714 -942
914 814 -961
714 57 -973
819 160 -996
855 532 -941
103 546 -981
385 178 -964
563 988 -954
730 61 -970
592 626 -923
6 103 -940
898 887 -975
390 320 -921
414 398 -916
961 719 -993
482 467 -900
325 273 -959
937 271 -970
455 894 -988
328 302 -992
800 882 -991
115 964 -900
560 211 -932
31 800 -961
838 131 -958
541 414 -993
943 600 -923
446 206 -986
211 289 -974
119 290 -964
624 663 -952
373 473 -966
547 219 -901
150 616 -903
567 891 -918
670 573 -962
652 419 -943
467 999 -980
35 470 -973
341 591 -956
651 557 -915
764 447 -988
263 363 -970
119 895 -944
73 850 -908
763 312 -901
87 335 -957
485 765 -983
296 243 -941
228 679 -909
819 966 -963
53 463 -976
918 204 -979
462 464 -947
839 850 -907
253 64 -980
652 218 -986
805 983 -993
225 190 -922
732 129 -923
681 432 -934
558 799 -923
269 294 -904
208 835 -912
430 668 -919
47 862 -999
206 185 -981
838 121 -922
944 663 -942
626 558 -994
325 437 -906
543 747 -996
50 29 -946
436 19 -972
748 943 -913
168 747 -970
931 567 -972
37 109 -936
737 591 -903
176 440 -953
576 390 -992
873 587 -934
470 520 -906
461 66 -975
132 635 -924
524 290 -946
377 169 -951
568 575 -924
137 560 -944
170 451 -984
907 979 -976
661 178 -963
389 164 -952
858 434 -912
65 995 -992
81 286 -961
486 776 -954
597 465 -980
508 113 -971
774 485 -996
878 151 -903
238 690 -900
893 367 -982
374 385 -934
84 279 -966
408 117 -982
375 550 -972
433 959 -993
879 958 -982
547 577 -933
64 732 -973
434 227 -977
824 788 -957
735 638 -920
380 529 -958
130 825 -963
449 490 -964
934 549 -956
229 502 -922
158 396 -972
666 991 -980
89 173 -917
827 406 -986
368 271 -940
71 226 -982
139 555 -958
314 632 -966
659 476 -998
981 998 -1000
43 743 -938
218 151 -933
53 601 -980
173 523 -908
862 172 -955
337 708 -914
441 303 -914
256 548 -922
897 620 -983
497 955 -912
511 914 -939
471 205 -943
313 268 -945
997 720 -976
327 10 -933
353 516 -953
116 727 -910
410 849 -966
290 504 -958
219 712 -920
794 773 -910
827 200 -971
721 49 -989
146 808 -937
634 412 -950
508 729 -911
291 962 -965
587 910 -976
729 664 -976
926 36 -921
679 576 -924
617 379 -926
995 523 -970
693 514 -923
901 399 -968
499 536 -954
915 595 -978
830 454 -907
785 584 -993
148 769 -947
120 238 -905
169 241 -960
1 755 -946
606 794 -908
340 239 -925
503 958 -974
148 536 -910
665 71 -974
596 256 -973
584 165 -921
886 653 -942
262 954 -959
939 614 -933
323 97 -963
352 721 -973
283 655 -992
753 305 -935
111 514 -959
249 395 -966
501 288 -954
850 546 -951
153 373 -993
245 424 -916
628 353 -950
686 474 -957
336 618 -985
208 14 -934
647 994 -915
63 69 -962
86 909 -907
396 772 -977
834 35 -968
573 84 -901
427 912 -934
673 803 -952
783 573 -944
147 324 -902
832 278 -985
803 927 -949
998 550 -956
484 203 -912
721 858 -916
728 366 -967
626 71 -983
680 150 -991
846 87 -957
560 745 -907
642 847 -948
924 515 -924
878 663 -976
859 812 -1000
272 915 -956
251 311 -927
330 637 -984
218 679 -922
383 541 -991
862 880 -998
925 625 -979
988 62 -906
843 266 -906
254 646 -995
726 416 -955
921 599 -910
295 327 -990
822 615 -951
530 495 -978
370 429 -909
136 600 -915
545 208 -994
213 555 -909
714 186 -997
546 815 -954
134 655 -988
428 932 -954
660 544 -961
995 436 -920
630 83 -957
491 942 -911
592 310 -940
104 415 -910
99 281 -918
440 58 -931
752 179 -920
966 317 -908
410 720 -916
45 433 -909
938 799 -946
143 48 -923
46 85 -938
266 405 -994
475 272 -921
491 13 -910
847 246 -978
978 984 -986
937 619 -905
279 137 -995
395 126 -916
456 910 -998
220 513 -910
751 447 -984
91 660 -943
270 371 -915
457 180 -950
22 706 -973
308 32 -958
7 799 -999
822 547 -935
776 374 -993
860 586 -949
57 262 -930
482 673 -957
959 438 -930
235 624 -967
30 771 -991
850 166 -908
48 829 -984
599 705 -925
178 937 -960
205 527 -932
564 85 -960
58 385 -965
711 7 -948
520 716 -922
368 828 -978
219 661 -985
246 983 -927
355 94 -924
198 536 -904
676 137 -926
134 578 -938
710 143 -911
24 64 -980
965 390 -974
513 625 -958
375 253 -910
993 649 -980
200 928 -963
951 363 -929
310 788 -984
118 46 -926
669 385 -963
580 630 -962
381 717 -979
745 562 -921
30 533 -936
24 368 -977
15 554 -941
593 482 -959
131 736 -939
629 973 -962
415 889 -967
882 939 -997
676 174 -947
701 394 -983
514 179 -983
344 616 -936
821 494 -973
299 806 -902
953 462 -936
396 47 -995
666 272 -904
620 946 -920
556 119 -980
100 120 -933
451 201 -940
58 741 -973
105 989 -976
29 721 -946
367 868 -960
549 81 -935
63 853 -905
587 930 -905
289 851 -996
875 468 -989
749 74 -923
784 133 -937
716 284 -929
811 843 -929
837 102 -954
881 829 -905
306 855 -995
44 636 -984
173 798 -906
502 888 -952
790 98 -941
37 350 -940
873 202 -980
912 519 -983
402 8 -911
666 209 -933
276 825 -902
272 10 -938
903 328 -984
585 556 -944
97 550 -942
676 145 -902
860 355 -997
810 650 -984
404 671 -943
23 55 -940
431 264 -961
326 369 -902
862 483 -923
449 207 -983
500 43 -962
289 33 -909
333 76 -948
629 242 -994
659 855 -926
589 520 -959
80 204 -916
114 146 -902
5 182 -922
382 81 -957
470 780 -925
828 435 -925
638 221 -927
973 672 -908
893 379 -994
798 619 -939
166 479 -950
932 971 -924
469 486 -984
473 147 -951
469 916 -968
285 531 -997
305 82 -998
582 995 -976
423 623 -915
425 12 -940
370 447 -936
427 58 -907
734 840 -942
537 73 -907
942 775 -930
281 809 -930
379 415 -931
417 794 -996
362 257 -977
837 691 -932
745 901 -949
157 847 -994
776 865 -911
903 535 -982
190 876 -906
512 481 -930
517 354 -975
327 938 -940
798 683 -913
672 629 -973
960 50 -927
638 573 -967
513 674 -910
810 237 -971
267 448 -939
4 528 -910
161 261 -958
297 114 -925
872 429 -913
572 680 -908
646 240 -961
655 583 -914
742 907 -942
770 160 -976
555 887 -945
39 665 -903
40 677 -977
907 328 -980
504 743 -955
717 645 -993
323 700 -960
269 324 -996
3 763 -963
183 273 -994
160 634 -926
309 634 -960
278 501 -903
145 420 -998
820 259 -967
858 633 -929
65 675 -978
762 157 -932
124 16 -977
105 905 -946
654 754 -953
669 493 -995
371 952 -981
531 283 -984
629 818 -929
918 685 -902
827 173 -914
268 340 -923
21 585 -932
398 338 -948
350 248 -978
996 162 -914
871 193 -923
353 658 -932
164 997 -911
631 959 -990
710 63 -910
50 20 -958
528 511 -999
852 819 -928
171 21 -976
498 175 -982
799 488 -956
565 755 -943
140 325 -909
948 773 -961
577 8 -942
34 108 -940
264 473 -970
719 506 -980
695 492 -998
881 274 -923
227 647 -988
917 886 -971
532 789 -924
783 431 -905
22 866 -992
198 154 -910
872 228 -976
378 276 -901
359 997 -902
34 336 -952
167 821 -969
626 266 -961
767 478 -1000
953 24 -994
430 664 -928
920 725 -992
588 110 -952
880 626 -987
393 187 -963
990 222 -963
781 567 -969
563 232 -901
403 281 -963
847 14 -915
109 580 -916
635 263 -954
848 304 -907
717 967 -974
990 114 -904
248 926 -929
672 375 -998
181 862 -973
395 339 -972
140 314 -967
746 445 -927
213 29 -923
259 783 -976
485 6 -997
430 986 -980
557 20 -961
355 405 -962
336 510 -921
970 177 -996
963 401 -969
981 762 -919
487 23 -900
873 878 -951
867 28 -946
275 892 -936
663 552 -1000
887 691 -993
531 675 -923
384 537 -993
637 569 -973
33 233 -912
837 670 -993
412 522 -998
863 968 -999
850 402 -969
29 249 -901
322 831 -980
921 939 -917
350 508 -928
391 124 -956
96 602 -932
97 471 -935
915 423 -991
872 332 -900
741 991 -930
741 183 -944
477 382 -938
903 393 -978
368 308 -940
17 78 -924
212 699 -972
700 848 -928
967 894 -987
85 524 -983
469 166 -984
971 579 -919
699 970 -947
764 333 -944
994 645 -981
42 373 -902
561 698 -966
141 598 -973
280 337 -967
582 426 -993
988 776 -958
891 322 -945
963 695 -930
769 60 -949
216 793 -924
547 728 -962
437 386 -977
133 759 -953
694 699 -971
961 264 -930
786 9 -988
203 216 -945
335 31 -914
601 561 -926
531 921 -988
725 122 -989
121 540 -989
108 520 -930
396 126 -987
300 293 -973
357 105 -972
759 916 -903
573 151 -913
338 980 -925
276 730 -926
172 539 -997
796 734 -901
209 446 -986
226 236 -906
674 241 -900
755 648 -993
594 192 -948
664 74 -907
108 838 -909
79 736 -989
758 353 -921
504 552 -970
681 627 -908
481 300 -937
268 255 -957
941 652 -937
139 464 -949
297 975 -989
974 804 -937
639 35 -966
252 594 -947
841 216 -922
991 590 -944
667 210 -917
71 149 -917
754 829 -986
113 786 -947
405 775 -930
419 963 -962
82 514 -919
28 777 -905
27 39 -923
418 340 -927
890 208 -983
112 104 -951
786 37 -990
267 50 -932
883 159 -966
319 406 -937
253 214 -931
598 140 -999
387 212 -900
77 697 -967
170 392 -990
706 626 -933
501 500 -914
600 663 -926
207 879 -965
902 191 -999
693 366 -932
326 720 -925
905 603 -960
731 833 -990
93 229 -989
386 196 -992
401 777 -953
228 318 -929
842 478 -934
456 148 -964
243 389 -952
454 93 -956
724 757 -944
491 499 -986
234 439 -900
688 630 -968
352 972 -937
911 307 -901
636 500 -919
933 38 -905
739 168 -968
118 169 -947
515 707 -995
379 387 -904
104 640 -933
684 849 -962
882 960 -973
908 249 -910
766 178 -905
522 653 -987
504 731 -913
562 419 -961
794 525 -1000
133 904 -926
961 655 -970
948 775 -974
571 142 -980
40 355 -988
30 281 -933
28 865 -903
359 509 -998
861 936 -947
967 645 -908
799 159 -944
629 468 -931
215 139 -923
159 445 -992
166 668 -970
89 607 -965
768 511 -965
705 893 -908
868 34 -965
742 489 -942
710 372 -998
975 735 -969
277 188 -997
17 562 -986
736 813 -906
14 938 -939
389 420 -973
327 376 -955
942 184 -956
625 47 -927
601 954 -969
278 957 -952
866 598 -950
197 949 -1000
533 269 -965
866 176 -949
604 771 -996
171 743 -955
801 391 -936
465 629 -928
663 255 -922
912 285 -901
413 77 -910
921 544 -994
230 217 -944
510 911 -935
297 647 -942
159 914 -978
809 235 -923
758 78 -986
234 310 -961
837 200 -961
595 661 -936
410 995 -937
278 864 -920
829 88 -928
485 345 -999
612 383 -919
493 844 -976
273 561 -919
825 761 -972
959 491 -991
302 180 -995
534 333 -938
449 93 -928
363 342 -922
846 82 -902
857 403 -953
42 766 -916
858 631 -981
388 378 -984
329 54 -1000
810 194 -908
28 19 -977
933 661 -907
647 598 -984
360 729 -953
602 430 -997
641 508 -970
286 820 -909
435 397 -974
394 610 -910
306 482 -983
470 740 -909
352 416 -928
438 604 -963
752 863 -995
581 853 -910
679 180 -934
469 30 -939
448 45 -900
577 639 -931
52 234 -985
763 251 -981
40 118 -935
527 752 -954
702 921 -908
38 617 -913
346 496 -925
561 865 -908
506 300 -916
182 345 -949
474 978 -971
91 306 -991
125 703 -964
88 566 -918
205 859 -921
630 328 -976
592 577 -926
837 268 -929
759 280 -939
767 789 -928
870 883 -966
193 448 -991
643 933 -961
559 884 -908
805 243 -1000
509 803 -929
606 873 -986
372 481 -975
39 541 -908
939 825 -940
674 457 -932
235 709 -948
582 116 -911
274 677 -997
796 375 -992
120 443 -998
658 488 -900
569 434 -900
399 961 -994
23 897 -999
294 349 -939
237 740 -919
222 462 -935
516 612 -910
980 626 -995
366 254 -913
179 538 -935
753 264 -906
640 466 -942
258 654 -966
673 265 -987
204 621 -958
821 409 -912
519 934 -947
694 392 -975
676 174 -980
487 219 -994
685 611 -931
550 854 -924
69 701 -993
730 856 -901
738 849 -974
6 223 -988
984 200 -978
123 436 -996
723 582 -909
25 536 -942
75 628 -954
112 660 -992
287 685 -954
450 805 -972
937 128 -993
133 894 -952
940 790 -939
265 946 -925
853 277 -923
916 617 -967
812 871 -921
271 495 -954
160 793 -957
936 819 -946
570 899 -959
564 25 -924
916 460 -979
490 908 -930
473 411 -989
928 914 -952
135 400 -911
3 947 -993
526 247 -909
